tradeDate,filedDate,ticker,company,sector,side,amountMin,amountMax,description,matchRatio,rowNumber,sourceFile
2026-04-27,2026-07-01,SNPS,Synopsys,Technology,BUY,100001,250000,SYNOPSYS INC,1.0,1173,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-09,2026-07-01,SNPS,Synopsys,Technology,SELL,100001,250000,SYNOPSYS INC,1.0,1174,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,SYY,Sysco,Consumer Staples,SELL,1001,15000,SYSCO CORP,1.0,1175,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,SYY,Sysco,Consumer Staples,SELL,15001,50000,SYSCO CORP,1.0,1176,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,SYY,Sysco,Consumer Staples,BUY,15001,50000,SYSCO CORP,1.0,1177,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TMUS,T-Mobile US,Communication Services,SELL,15001,50000,T MOBILE US INC,1.0,1179,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,TMUS,T-Mobile US,Communication Services,SELL,1001,15000,T-MOBILE US INC,1.0,1180,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,BUY,50001,100000,TAKE TWO INTERACTIVE SOFTWARE INC,1.0,1183,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,SELL,1001,15000,TAKE-TWO INTERACTIVE SOFTWARE INC,1.0,1184,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,TRGP,Targa Resources Corp.,Energy,BUY,250,100001,TARGA RES CORP I,0.96,1186,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,TGT,Target,Consumer Staples,BUY,1001,1001,TARGET CORP,1.0,1187,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TGT,Target,Consumer Staples,SELL,1001,15000,TARGET CORP,1.0,1188,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TEL,TE Connectivity plc,Technology,BUY,100001,250000,TE CONNECTIVITY PLC,1.0,1190,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TEL,TE Connectivity plc,Technology,SELL,50001,100000,TE CONNECTIVITY PLC,1.0,1191,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TDY,Teledyne Technologies,Technology,SELL,1001,15000,TELEDYNE TECHNOLOGIES INC,1.0,1192,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,TER,Teradyne,Technology,BUY,1001,15000,TERADYNEINC,1.0,1193,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,TER,Teradyne,Technology,SELL,1001,15000,TERADYNE INC,1.0,1194,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-09,2026-07-01,TER,Teradyne,Technology,SELL,100001,250000,TERADYNEINC,1.0,1195,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,TSLA,Tesla,Consumer Discretionary,SELL,1001,15000,TESLA INC,1.0,1196,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,TSLA,Tesla,Consumer Discretionary,SELL,15001,50000,TESLA INC,1.0,1197,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TSLA,Tesla,Consumer Discretionary,BUY,100001,250000,Tesla Inc,1.0,1199,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TSLA,Tesla,Consumer Discretionary,BUY,50001,100000,TESLA INC,1.0,1200,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TSLA,Tesla,Consumer Discretionary,BUY,15001,50000,TESLA INC 1. .,0.941,1201,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,TXN,Texas Instruments,Technology,BUY,1001,15000,TEXASINSTRSINC,1.0,1202,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TXN,Texas Instruments,Technology,SELL,100001,250000,TEXAS INSTRUMENTS,1.0,1203,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TPL,Texas Pacific Land Corporation,Energy,SELL,1001,15000,TEXAS PACIFIC LAND CORPORATION,1.0,1205,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,TPL,Texas Pacific Land Corporation,Energy,BUY,50001,100000,TEXAS PACIFIC LAND CORPORATION COM,0.947,1206,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,CPB,The Campbell's Company,Consumer Staples,BUY,100001,250000,THE CAMPBELL'S COMPANY,1.0,1208,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,CI,The Cigna Group,Healthcare,BUY,1001,15000,THE CIGNA GROUP,1.0,1210,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,CI,The Cigna Group,Healthcare,BUY,15001,50000,THE CIGNA GROUP $0.04,0.897,1211,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,KO,Coca-Cola,Consumer Staples,BUY,1001,15000,THE COCA-COLA CO,1.0,1212,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TTD,The Trade Desk,Technology,SELL,50001,100000,THE TRADE DESK INC CL A,0.909,1214,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TRV,"The Travelers Companies, Inc.",Financials,SELL,1001,15000,THE TRAVELERS COMPANIES INC,1.0,1219,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,TMO,Thermo Fisher Scientific Inc.,Healthcare,BUY,1001,15000,THERMO FISHER SCIENTIFIC,1.0,1220,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,TOL,Toll Brothers,Consumer Discretionary,SELL,1001,15000,TOLL BROS INC,1.0,1224,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,TSCO,Tractor Supply,Consumer Discretionary,SELL,1001,15000,TRACTOR SUPPLY CO,1.0,1225,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,TSCO,Tractor Supply,Consumer Discretionary,SELL,1001,15000,TRACTOR SUPPLY CO,1.0,1226,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TTD,The Trade Desk,Technology,BUY,50001,100000,TRADE DESK INC,1.0,1227,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TT,Trane Technologies,Industrials,BUY,100001,250000,TRANE TECHNOLOGIES PLC,1.0,1228,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,TDG,TransDigm,Industrials,BUY,100001,250000,TRANSDIGM GROUP INC,1.0,1229,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,TDG,TransDigm,Industrials,BUY,1001,15000,TRANSDIGM GROUP INC,1.0,1230,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,TRUP,"Trupanion, Inc.",Financials,SELL,15001,50000,TRUPANION INC,1.0,1236,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,TYL,Tyler Technologies,Technology,SELL,15001,50000,TYLER TECHNOLOGIES INC,1.0,1238,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,TSN,"Tyson Foods, Inc.",Consumer Staples,SELL,50001,100000,TYSON FOODS INC,1.0,1239,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UBER,Uber,Industrials,BUY,100001,250000,UBER TECHNOLOGIES INC,1.0,1241,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UBER,Uber,Industrials,BUY,15001,50000,Ubor Technolooies Inc Com,0.829,1242,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UDR,UDR,Real Estate,SELL,1001,15000,UDR INC,1.0,1243,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,UFPT,"UFP Technologies, Inc.",Healthcare,BUY,15001,50000,UFP TECHNOLOGIES INC,1.0,1245,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,UNF,UniFirst,Industrials,SELL,15001,50000,UNIFIRST CORP MASS,1.0,1248,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UNP,Union Pacific,Industrials,BUY,100001,250000,UNION PACIFIC CORP,1.0,1249,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UAL,"United Airlines Holdings, Inc.",Industrials,SELL,15001,50000,UNITED AIRLINES HOLDINGS INC,1.0,1251,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UPS,United Parcel Service,Industrials,SELL,1001,15000,UNITED PARCEL SVC INC CL B,0.933,1254,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,URI,United Rentals,Industrials,BUY,50001,100000,UNITED RENTALS INC,1.0,1256,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,UNH,UnitedHealth,Healthcare,BUY,15001,50000,UNITEDHEALTH GROUP INC,1.0,1260,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,UNH,UnitedHealth,Healthcare,BUY,1001,15000,UNITEDHEALTH GROUP INC,1.0,1261,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UNH,UnitedHealth,Healthcare,BUY,250001,500000,UNITEOHEALTH GROUP INC I,0.927,1262,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,UNH,UnitedHealth,Healthcare,BUY,15001,50000,UNITEDHEALTH GROUP INC,1.0,1263,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,UVV,Universal Corp (Virginia),Consumer Staples,SELL,1001,15000,UNIVERSAL CORP VA,1.0,1266,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,UPBD,"Upbound Group, Inc.",Technology,BUY,15001,50000,UPBOUND GROUP INC,1.0,1268,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,UPWK,Upwork Inc.,Communication Services,SELL,1001,15000,UPWORKINC,1.0,1269,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,USB,U.S. Bancorp,Financials,BUY,50001,100000,US BANCORP DEL,0.857,1270,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,VLO,Valero Energy Corporation,Energy,SELL,1001,15000,VALERO ENERGY CORP NEW,0.914,1272,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,VOO,Vanguard S&P 500 ETF,ETF — Broad,SELL,1000001,1000001,VANGUARD S&P 500 ETF,1.0,1273,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-09,2026-07-01,VOO,Vanguard S&P 500 ETF,ETF — Broad,SELL,1000001,5000000,VANGUARD S&P 500 ETF,1.0,1274,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,VTR,"Ventas, Inc.",Real Estate,SELL,1001,15000,VENTAS INC,1.0,1278,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,VLTO,Veralto Corporation,Industrials,SELL,1001,15000,VERALTO CORP,1.0,1279,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,VLTO,Veralto Corporation,Industrials,SELL,15001,50000,VERALTO CORPORATION,1.0,1280,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,VLTO,Veralto Corporation,Industrials,BUY,15001,50000,VERALTO CORPORATION,1.0,1281,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,VCEL,Vericel Corporation,Healthcare,BUY,15001,50000,VERICEL CORP,1.0,1282,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,VRSN,Verisign,Technology,BUY,1001,15000,VERlSIGN INC,0.909,1284,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,VRSN,Verisign,Technology,BUY,50001,100000,VERISIGN INC,1.0,1285,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,VRSK,Verisk Analytics,Industrials,SELL,1001,1001,VERISK ANALYTICS INC CLASS A,0.857,1286,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,VRSK,Verisk Analytics,Industrials,SELL,15001,50000,VERISK ANALYTICS INC Cl.ASS A,0.857,1287,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,VZ,Verizon,Communication Services,BUY,1001,15000,VERIZON COMMUNICATIONS I,1.0,1289,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,VZ,Verizon,Communication Services,SELL,1001,15000,VERIZON COMMUNICATIONS I,1.0,1290,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,VZ,Verizon,Communication Services,SELL,50001,100000,VERIZON COMMUNICATIONS I,1.0,1291,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,SELL,1001,15000,VERTEX PHARMACEUTICALS I,1.0,1296,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,SELL,15001,50000,VERTEX PHARMACEUTICALS INC,1.0,1298,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,VRTS,Virtus Investment Partners,Financials,BUY,15001,50000,VIRTUS INVT PARTNERS INC,1.0,1302,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,V,Visa,Financials,SELL,250001,500000,VISAINC,1.0,1303,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,V,Visa,Financials,BUY,15001,50000,VISA INC CL A,0.824,1304,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,V,Visa,Financials,SELL,1001,1001,VISA INC CL A,0.824,1305,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,VST,Vistra,Utilities,BUY,1001,15000,VISTRACORP,1.0,1311,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,VST,Vistra,Utilities,SELL,15001,50000,VISTRACORP,1.0,1312,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,VST,Vistra,Utilities,SELL,50001,100000,VISTRACORP,1.0,1313,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,VITL,"Vital Farms, Inc.",Consumer Staples,SELL,1001,1001,• VITAL FARMS INC,1.0,1314,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,VSEC,VSE Corporation,Industrials,SELL,15001,50000,VSECORP,1.0,1316,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,WAB,Wabtec,Industrials,BUY,1001,15000,WABTECCORP,1.0,1320,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WAB,Wabtec,Industrials,BUY,1001,15000,WABTECCORP,1.0,1321,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,WMT,Walmart,Consumer Staples,BUY,15001,50000,WALMARTINC,1.0,1322,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,WMT,Walmart,Consumer Staples,SELL,1001,15000,WALMARTINC,1.0,1323,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WBD,"Warner Bros. Discovery, Inc.",Communication Services,SELL,15001,50000,WARNER BROS DISCOVERY INC,1.0,1324,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WBD,"Warner Bros. Discovery, Inc.",Communication Services,SELL,50001,100000,WARNER BROS DISCOVERY INC,1.0,1325,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,WBD,"Warner Bros. Discovery, Inc.",Communication Services,BUY,1001,15000,WARNER BROS DISCOVERY INC SER A,0.917,1326,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WM,Waste Management,Industrials,BUY,50001,100000,WASTE MANAGEMENT INC,1.0,1328,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,WM,Waste Management,Industrials,SELL,15001,50000,WASTE MGMT INC DEL,1.0,1329,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,WAT,Waters,Healthcare,BUY,1001,15000,WATERS CORP,1.0,1330,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,WAY,Waystar Holding,Healthcare,BUY,15001,50000,WAYSTAR HLDG CORP,1.0,1331,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,WDFC,WD-40 Company,Materials,SELL,15001,50000,WD40CO,1.0,1332,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,WEC,WEC Energy Group,Utilities,BUY,1001,15000,WEC ENERGY GROUP INC,1.0,1333,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,WFC,Wells Fargo,Financials,SELL,50001,100000,WELLS FARGO & CO,1.0,1334,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WFC,Wells Fargo,Financials,SELL,250001,500000,WELLS FARGO & CO,1.0,1335,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,WFC,Wells Fargo,Financials,BUY,250001,500000,WELLS FARGO & CO,1.0,1336,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WELL,Welltower,Real Estate,BUY,50001,100000,WELLTOWER INC REIT,1.0,1338,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,WDC,Western Digital Corporation,Technology,BUY,1001,15000,WESTERN DIGITAL CORP,0.837,1339,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WY,Weyerhaeuser Company,Real Estate,SELL,15001,50000,WEYERHAEUSER CO,1.0,1341,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,WHR,Whirlpool Corporation,Consumer Discretionary,SELL,15001,50000,WHIRLPOOL CORP,1.0,1342,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WMB,"The Williams Companies, Inc.",Energy,SELL,15001,50000,WILLIAMS COMPANIES INC,0.824,1343,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,SELL,15001,50000,WILLIAMS SONOMA INC,1.0,1344,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,BUY,15001,50000,WILLIAMS SONOMA INC,1.0,1345,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,WTW,Willis Towers Watson Public Limited Company,Financials,BUY,15001,50000,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,1.0,1346,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,WGO,"Winnebago Industries, Inc.",Consumer Discretionary,BUY,15001,50000,WINNEBAGO IND$ INC N,0.938,1349,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,SELL,15001,50000,WOLVERINE WORLD WIDE INC,1.0,1350,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WDAY,Workday,Technology,SELL,50001,100000,WORKDAY INC CL A,0.87,1352,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,WRLD,World Acceptance,Financials,SELL,1001,15000,WORLD ACCEP CORPS C NEW,0.914,1356,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,WDC,Western Digital Corporation,Technology,SELL,50001,100000,WSTN DIGITAL CORP,1.0,1359,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,WYNN,"Wynn Resorts, Limited",Consumer Discretionary,SELL,1001,15000,WYNN RESORTS LTD,1.0,1360,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,XEL,Xcel Energy,Utilities,BUY,1001,15000,XCEL ENERGY INC,1.0,1361,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,XEL,Xcel Energy,Utilities,BUY,1001,15000,"XCEL ENERGY INC , ..",1.0,1362,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,YUM,"Yum! Brands, Inc.",Consumer Discretionary,SELL,1001,15000,YUM BRANDS INC,1.0,1363,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ZBRA,Zebra Technologies,Technology,SELL,1001,15000,ZEBRA TECHNOLOGIES CORP,1.0,1364,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ZBRA,Zebra Technologies,Technology,SELL,50001,100000,ZEBRA TECHNOLOGIES CORP CL A,0.933,1365,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-13,2026-07-01,ZD,"Ziff Davis, Inc.",Communication Services,BUY,15001,50000,ZIFF DAVIS INC,1.0,1366,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,ZTS,Zoetis,Healthcare,BUY,50001,100000,ZOETIS INC CL A,0.857,1369,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,ZM,Zoom,Technology,SELL,1001,15000,ZOOM COMMUNICATIONS INC CL A,0.933,1372,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,ZS,Zscaler,Technology,BUY,50001,100000,ZSCALERINC,1.0,1373,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,ZS,Zscaler,Technology,BUY,15001,50000,ZSCALERINC,1.0,1374,Donald-J-Trump-06.25.2026-278T.pdf
2025-05-13,2026-03-04,HBAN,Huntington Bancshares,Financials,BUY,100001,250000,HUNTINGTON BANCSHARES INC Tl 4.4500%,0.868,73,Donald_J._Trump_2.26.2026_278-T_1_.pdf
2025-05-09,2026-03-04,BAC,Bank of America Corporation,Financials,BUY,15001,50000,BANK OF AMERICA CORPORATION -BACol,0.906,91,Donald_J._Trump_2.26.2026_278-T_1_.pdf
2025-05-08,2026-03-04,BK,BNY Mellon,Financials,BUY,100001,250000,BANK NEW YORK MELLON CORP PE 3.7500%,0.833,125,Donald_J._Trump_2.26.2026_278-T_1_.pdf
