tradeDate,filedDate,ticker,company,sector,side,amountMin,amountMax,description,matchRatio,rowNumber,sourceFile
2026-04-30,2026-07-01,DORM,Dorman Products,Consumer Discretionary,SELL,15001,50000,DORMAN PROOS INC,0.929,494,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,DV,"DoubleVerify Holdings, Inc.",Communication Services,BUY,15001,15001,DOUBLEVERIFY HLDGS INC,1.0,495,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,DEI,"Douglas Emmett, Inc.",Real Estate,BUY,15001,50000,DOUGLAS EMMETT INC REIT,0.889,496,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,DNOW,DNOW Inc.,Industrials,SELL,1001,15000,DOW INC,0.923,498,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,DTE,DTE Energy Company,Utilities,BUY,1001,15000,DTE ENERGY CO,1.0,501,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,DUK,Duke Energy,Utilities,BUY,15001,50000,DUKE ENERGY CORP .D.U,0.933,502,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,DD,"DuPont de Nemours, Inc.",Materials,SELL,15000,15000,DUPONT DE NEMOURS INC,1.0,507,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,DXC,DXC Technology Company,Technology,BUY,15001,50000,DXC TECHNOLOGY CO IN,0.938,508,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,DT,Dynatrace,Technology,SELL,1001,15000,DYNATRACE INC,1.0,510,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,EMN,Eastman Chemical Company,Materials,SELL,15000,15000,EASTMAN CHEM CO,1.0,511,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,EBAY,eBay,Consumer Discretionary,BUY,1001,15000,EBAY INC,1.0,512,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,EBAY,eBay,Consumer Discretionary,BUY,1001,15000,EBAY INC,1.0,513,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,EBAY,eBay,Consumer Discretionary,BUY,1001,15000,EBAY INC,1.0,514,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,ESAB,ESAB Corporation,Industrials,SELL,100,50001,ECHOSTAR CORPORATION,0.824,515,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ECL,Ecolab,Materials,BUY,1001,15000,ECOLAB INC,1.0,517,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,EW,Edwards Lifesciences,Healthcare,SELL,100,250000,EDWARDS LIFESCIENCES CORP,1.0,518,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,EA,Electronic Arts Inc.,Communication Services,SELL,50001,100000,ELECTRONIC ARTS INC,1.0,520,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ELV,Elevance Health,Healthcare,BUY,1001,15000,ELEVANCE HEALTH INC,1.0,522,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ELV,Elevance Health,Healthcare,BUY,15001,50000,ELEVANCE HEALTH INC,1.0,523,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,LLY,Eli Lilly,Healthcare,SELL,250001,500000,ELI LILLY & CO,1.0,524,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,LLY,Eli Lilly,Healthcare,SELL,1001,15000,ELI LILLY AND CO,1.0,525,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,EMR,Emerson Electric Co.,Industrials,BUY,50001,100000,EMERSON ELECTRIC CO,1.0,527,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,EMR,Emerson Electric Co.,Industrials,SELL,50001,100000,EMERSON ELECTRIC COM,0.971,528,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,ENR,"Energizer Holdings, Inc.",Industrials,SELL,1001,15000,ENERGIZER HLDGS INC NEW,0.85,529,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,ENOV,Enovis,Industrials,BUY,15001,50000,ENOVISCORP,1.0,531,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,EOG,EOG Resources,Energy,BUY,1001,15000,EOG RES INC,1.0,533,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,EOG,EOG Resources,Energy,SELL,1001,15000,EOG RES INC,1.0,534,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,EQT,EQT Corporation,Energy,SELL,1001,15000,EQT CORP,1.0,536,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,SELL,50001,100000,ESSENTIAL PPTYS RLTY TR REIT,0.909,540,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,ETD,Ethan Allen Interiors Inc.,Consumer Discretionary,SELL,1001,15000,ETHAN ALLEN INTERIORS IN,1.0,542,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,EXE,Expand Energy Corporation,Energy,SELL,15001,50000,EXPAND ENERGY CORPORATION,1.0,551,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,XOM,Exxon Mobil,Energy,SELL,15001,50000,EXXON MOBIL CORP,1.0,558,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,FFIV,F5,Technology,SELL,15001,50000,F5INC,1.0,562,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,FICO,Fair Isaac,Technology,SELL,15001,15001,FAIR ISAAC CORP,1.0,563,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,FIS,Fidelity National Info,Technology,SELL,15001,50000,FIDEUTY NAT\. INFORMATIO,0.905,568,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,FIS,Fidelity National Info,Technology,BUY,100001,250000,FIDELITY NAT\. INFORMATION,0.978,570,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,FE,FirstEnergy Corp.,Utilities,BUY,1001,15000,FIRSTENERGY CORP AVG,0.909,575,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,FLEX,Flex Ltd.,Technology,BUY,1001,15000,FLEX LTD,1.0,577,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,FLUT,Flutter Entertainment,Consumer Discretionary,BUY,1001,15000,FLUTTER ENTMT PLC F,1.0,580,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,F,Ford Motor Company,Consumer Discretionary,BUY,50001,100000,FORD MOTOR CO,1.0,581,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,FTNT,Fortinet,Technology,BUY,15001,50000,FORTINET INC,1.0,584,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,FTNT,Fortinet,Technology,SELL,500001,1000000,FORTINET INC,1.0,586,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,FRPT,"Freshpet, Inc.",Consumer Staples,BUY,15001,50000,FRESHPET INC,1.0,591,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,AJG,Arthur J. Gallagher,Financials,BUY,500001,1000000,GALLAGHER ARTHUR J & CO,1.0,593,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,AJG,Arthur J. Gallagher,Financials,BUY,1001,15000,GALLAGHER ARTHUR J & CO,1.0,594,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,AJG,Arthur J. Gallagher,Financials,BUY,50001,100000,GALI.AGHER ARTHUR J & CO,0.944,595,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,GRMN,Garmin,Consumer Discretionary,SELL,1001,15000,GARMIN LTD,1.0,596,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,IT,Gartner,Technology,SELL,100001,250000,GARTNER INC,1.0,597,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,GTES,Gates Industrial,Industrials,BUY,15001,50000,GATES INDL CORP PLC F,0.97,598,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,GE,GE Aerospace,Industrials,SELL,1001,15000,GE AEROSPACE,1.0,599,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GE,GE Aerospace,Industrials,SELL,100001,250000,GE AEROSPACE,1.0,601,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,GEHC,GE HealthCare Technologies Inc.,Healthcare,SELL,1001,15000,GE HEALTHCARE TECHNOLOGI,0.898,602,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,GEHC,GE HealthCare Technologies Inc.,Healthcare,SELL,15000,15000,GE HEALTHCARE TECHNOLOGI,0.898,603,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,GEHC,GE HealthCare Technologies Inc.,Healthcare,BUY,15001,50000,GE HEALTHCARE TECHNOLOGIES INC,1.0,604,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,GEHC,GE HealthCare Technologies Inc.,Healthcare,BUY,1001,15000,GE HEALTHCARE TECHNOLOGIES INC,1.0,605,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,GEHC,GE HealthCare Technologies Inc.,Healthcare,BUY,50000,50000,GE HEALTHCARE TECHNOLOGIES INC,1.0,606,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GNRC,Generac Holdings Inc.,Industrials,SELL,50001,100000,GENERAC HLDGS INC,1.0,607,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,GNRC,Generac Holdings Inc.,Industrials,SELL,1001,15000,GENERAC HOLDINGS INC,1.0,608,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GD,General Dynamics,Industrials,SELL,50001,100000,GENERAL DYNAMICS CORP,1.0,609,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,GIS,General Mills,Consumer Staples,BUY,15001,15001,GENERAL MILLS INC,1.0,611,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,GIS,General Mills,Consumer Staples,BUY,1001,15000,GENERAL MILLS INC,1.0,612,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,GIS,General Mills,Consumer Staples,BUY,1001,15000,GENERAL MILLS INC,1.0,613,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,GIS,General Mills,Consumer Staples,SELL,50001,100000,GENERAL MILLS INC,1.0,614,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,GIS,General Mills,Consumer Staples,SELL,50001,100000,GENERAL MILLS INC,1.0,615,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GIS,General Mills,Consumer Staples,BUY,15001,50000,General MIiis Inc,0.867,616,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,GM,General Motors Company,Consumer Discretionary,BUY,15001,50000,GENERAL MOTORS COMPANY,1.0,617,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GIS,General Mills,Consumer Staples,BUY,50001,100000,GENL MILLS INC,0.889,618,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,ROCK,"Gibraltar Industries, Inc.",Industrials,SELL,1001,15000,GIBRALTAR INDS INC,1.0,619,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,GILD,Gilead,Healthcare,BUY,1001,15000,GILEAD SCIENCES INC,1.0,620,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GILD,Gilead,Healthcare,BUY,15001,50000,GILEAD SCIENCES INC,1.0,622,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GILD,Gilead,Healthcare,SELL,15001,50000,GILEAD SCIENCES INC,1.0,623,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,GS,Goldman Sachs,Financials,BUY,500,250001,GOLDMAN SACHS GROUP INC I,0.976,630,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,GS,Goldman Sachs,Financials,BUY,50001,100000,Goldman Sachs GroUP Inc,1.0,631,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,GBDC,"Golub Capital BDC, Inc.",Financials,BUY,100,50001,GOLUB CAPITAL BOC INC,0.944,632,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,GPK,Graphic Packaging,Materials,BUY,50001,100000,GRAPHIC PACKAGING HLDG C,1.0,633,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,GDYN,"Grid Dynamics Holdings, Inc.",Technology,SELL,1001,15000,GRID DYNAMICS HLDGS INC CLASS A,0.87,638,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,GO,Grocery Outlet Holding Corp.,Consumer Staples,SELL,1001,15000,GROCERY OUTLET HLDG CORP,1.0,639,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,GWRE,"Guidewire Software, Inc.",Technology,SELL,1001,15000,GUIDEWIRE SOF1WARE INC,0.95,640,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-13,2026-07-01,MHK,Mohawk Industries,Consumer Discretionary,BUY,15001,50000,HAWKINS INC,0.87,645,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,HCA,"HCA Healthcare, Inc.",Healthcare,SELL,1001,15000,HCA HEALTHCARE INC,1.0,646,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,HSTM,"HealthStream, Inc.",Healthcare,SELL,15001,50000,HEALTHSTREAM INC,1.0,648,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,HEI,HEICO Corporation,Industrials,SELL,1001,15000,HEICO CORP NEW,0.857,649,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,JKHY,Jack Henry & Associates,Technology,SELL,15001,50000,HENRY JACK & ASSOC INC,1.0,652,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,JKHY,Jack Henry & Associates,Technology,SELL,15001,50000,HENRY JACK & ASSOCIATES INC,0.872,653,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,HPE,Hewlett Packard Enterprise,Technology,SELL,50001,100000,HEWLETT PACKARD ENTERPRISE CO,1.0,656,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,HLT,Hilton Worldwide,Consumer Discretionary,BUY,15001,50000,HILTON WORLDWIDE HOLDINGS INC,0.939,657,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,HD,Home Depot,Consumer Discretionary,SELL,1001,15000,HOME OEPOT INC,0.917,661,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,HRL,Hormel Foods Corporation,Consumer Staples,SELL,1001,15000,HORMEL FOOOS CORP,0.933,667,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,HP,"Helmerich & Payne, Inc.",Energy,BUY,1001,15000,HPINC,1.0,668,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,HUBS,"HubSpot, Inc.",Technology,SELL,15001,50000,HUBSPOTINC,1.0,672,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,HUM,Humana,Healthcare,BUY,1001,15000,HUMANA INC,1.0,674,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,HBAN,Huntington Bancshares,Financials,BUY,50000,50000,HUNTINGTON BANCSHARES INC,1.0,676,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,HBAN,Huntington Bancshares,Financials,SELL,15001,50000,HUNTINGTON BANCSHARES INC,1.0,677,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,IBM,IBM,Technology,SELL,1001,15000,IBM CORP,1.0,679,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,ICUI,"ICU Medical, Inc.",Healthcare,SELL,50001,100000,ICU MED INC,1.0,681,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,IDXX,"IDEXX Laboratories, Inc.",Healthcare,BUY,50001,100000,IDEXX LABORATORIES CORP,0.878,682,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,ITW,Illinois Tool Works,Industrials,BUY,15001,50000,IWNOIS TOOL WORKS INC,0.895,684,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,PI,"Impinj, Inc.",Technology,BUY,15001,50000,IMPINJINC,1.0,687,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,IR,Ingersoll Rand Inc.,Industrials,SELL,1001,15000,INGERSOLL RAND INC,1.0,688,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,IIPR,Innovative Industrial Properties,Real Estate,SELL,1001,15000,INNOVATIVE INDL PPTYS IN REIT,0.913,690,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,INSM,Insmed,Healthcare,SELL,1001,15000,INSMEDINC,1.0,692,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,INTC,Intel,Technology,BUY,15001,50000,INTELCORP,1.0,701,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,IP,International Paper Company,Consumer Discretionary,SELL,1001,15000,INTERNTNL PAPER CO,1.0,711,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,IWF,iShares Russell 1000 Growth,ETF — Broad,SELL,1000001,5000000,lsharos Tr Russell 1000 Elf,0.87,728,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,ITRI,Itron,Technology,SELL,15001,50000,ITRON INC EQUITY CLASS EQUITY,0.864,729,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,J,Jacobs Solutions,Industrials,BUY,1001,15000,Jacobs Solutions Inc Com,0.923,731,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,JBTM,JBT Marel Corporation,Industrials,SELL,50001,100000,JBT MAREL CORP,1.0,732,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,JNJ,Johnson & Johnson,Healthcare,SELL,1001,15000,JOHNSON & JOHNSON,1.0,733,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,JNJ,Johnson & Johnson,Healthcare,SELL,100001,250000,JOHNSON & JOHNSON,1.0,734,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,JNJ,Johnson & Johnson,Healthcare,BUY,50001,100000,JOHNSON & JOHNSON COM,0.903,735,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,JCI,Johnson Controls,Industrials,BUY,50001,100000,JOHNSON CONTROLS INTERNATIONAL PLC,1.0,736,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,JPM,JPMorgan Chase,Financials,BUY,1001,15000,JPMORGAN CHASE & CO ..,1.0,738,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,JPM,JPMorgan Chase,Financials,SELL,15001,15001,JPMORGAN CHASE & CO,1.0,739,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,KBDC,"Kayne Anderson BDC, Inc.",Financials,BUY,15001,50000,KAYNE ANDERSON BDC INC,1.0,742,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,KVUE,Kenvue Inc.,Consumer Staples,BUY,1001,15000,KENVUEINC,1.0,744,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,KDP,Keurig Dr Pepper Inc.,Consumer Staples,SELL,1001,15000,KEURIG DR PEPPER INC,1.0,748,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,KMB,Kimberly-Clark,Consumer Staples,BUY,15001,50000,KIMBERLY CLARK CORP,1.0,751,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,KMB,Kimberly-Clark,Consumer Staples,BUY,1001,15000,KIMBERLY CLARK CORP,1.0,752,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,KMB,Kimberly-Clark,Consumer Staples,BUY,1001,15000,KIMBERLY CLARK CORPORATION,0.829,753,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,KMB,Kimberly-Clark,Consumer Staples,SELL,15001,50000,KIMBERLY CLARK CORPORATION,0.829,754,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,KMB,Kimberly-Clark,Consumer Staples,SELL,250001,500000,KIMBERLY-ct.ARK CORP COM,0.865,755,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,CRVL,CorVel Corporation,Financials,SELL,15001,50000,KIMCO REALTY CORPORATION,0.821,756,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,KLAC,KLA Corp,Technology,BUY,15001,50000,KLACORP,1.0,765,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-09,2026-07-01,KLAC,KLA Corp,Technology,SELL,250001,500000,KLACORP,1.0,766,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,KTB,"Kontoor Brands, Inc.",Consumer Discretionary,BUY,15001,50000,KONTOOR BRANDS INC,1.0,767,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,KFY,Korn Ferry,Industrials,SELL,15001,50000,KORN FERRY,1.0,768,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-09,2026-07-01,LRCX,Lam Research,Technology,SELL,250001,500000,LAM RESEARCH CORP,1.0,780,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,LAUR,"Laureate Education, Inc.",Consumer Staples,SELL,50001,100000,LAUREATE ED INC,1.0,785,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,LCII,LCI Industries,Consumer Discretionary,SELL,15001,50000,LCIINDS,1.0,786,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,LII,Lennox International,Industrials,BUY,15001,50000,LENNOX INTL INC n1,0.929,793,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,LII,Lennox International,Industrials,SELL,15001,50000,LENNOX INTL INC,1.0,794,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,LGIH,"LGI Homes, Inc.",Consumer Discretionary,SELL,1001,15000,LGI HOMES INC,1.0,795,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,FWONK,Liberty Media Formula One Series C,Communication Services,BUY,1001,15000,LIBERTY MEDIA CORP LIBERTY FORMULA ONE SER C Io,0.974,798,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,LTH,Life Time Group,Consumer Discretionary,SELL,1001,15000,LIFE TIME GROUP HLDGS IN,1.0,799,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,LIN,Linde,Materials,SELL,1001,15000,LINDE PLC,1.0,801,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,LKQ,LKQ Corporation,Consumer Discretionary,SELL,15001,50000,LKQ CORP,1.0,803,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,L,Loews Corporation,Financials,BUY,15001,50000,LOEWS CORP,1.0,806,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,LOW,"Lowe's Companies, Inc.",Consumer Discretionary,SELL,1001,15000,LOWES COS INC,1.0,808,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,LOW,"Lowe's Companies, Inc.",Consumer Discretionary,BUY,15001,50000,Lowes Cos Inc Com,0.88,809,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,LULU,Lululemon Athletica,Consumer Discretionary,SELL,1001,15000,LULULEMON ATHLETICA INC,1.0,811,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,LITE,Lumentum Holdings Inc.,Technology,SELL,1001,15000,LUMENTUM HLDGS INC,1.0,812,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,LYB,LyondellBasell Industries N.V.,Materials,SELL,50000,50000,LYONDELLBASELL INDUSTRIES NV CL A,0.945,815,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-17,2026-07-01,MANH,"Manhattan Associates, Inc.",Technology,BUY,1001,15000,MANHATTAN ASSOCS INC,1.0,817,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-10,2026-07-01,MPC,Marathon Petroleum Corporation,Energy,SELL,50001,100000,MARATHON PETE CORP,1.0,818,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MPC,Marathon Petroleum Corporation,Energy,BUY,50001,100000,MARATHON PETE CORP,1.0,819,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,MMI,"Marcus & Millichap, Inc.",Real Estate,SELL,1001,15000,MARCUS & MIUICHAP INC,0.914,820,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-30,2026-07-01,MKTX,MarketAxess Holdings Inc.,Financials,BUY,100001,250000,MARKETAXESS HLDGS INC,1.0,821,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,MAR,Marriott,Consumer Discretionary,BUY,15001,50000,MARRIOTT INTL INC CL A,0.833,822,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,MMC,Marsh & McLennan,Financials,SELL,1001,15000,MARSH & MCLENNAN COS INC,1.0,825,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MLM,"Martin Marietta Materials, Inc.",Materials,BUY,15001,50000,MARTIN MARIETTA MATERIALS INC,1.0,827,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,MRVL,"Marvell Technology, Inc.",Technology,BUY,15001,50000,MARVELLTECHNOLOGYINC,1.0,826,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-07,2026-07-01,MRVL,"Marvell Technology, Inc.",Technology,BUY,1001,15000,MARVELL TECHNOLOGY INC,1.0,829,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MA,Mastercard,Financials,BUY,15001,50000,MASTERCARD INC CL A IP,0.839,830,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MA,Mastercard,Financials,BUY,15001,50000,Mastercard Inc Cl A,0.897,831,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-27,2026-07-01,MA,Mastercard,Financials,SELL,1001,15000,MASTERCARD INCORPORATED,1.0,835,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-15,2026-07-01,MKC,McCormick & Co,Consumer Staples,BUY,1001,15000,MCCORMICK & CO INC NON VOTING,1.0,837,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-28,2026-07-01,MKC,McCormick & Co,Consumer Staples,BUY,15000,15000,MCCORMICK & CO INC CLASS CLASS N,0.889,838,Donald-J-Trump-06.25.2026-278T.pdf
2026-04-20,2026-07-01,MCD,McDonald's,Consumer Discretionary,SELL,100,100,MCDONALDS CORP,1.0,841,Donald-J-Trump-06.25.2026-278T.pdf
